index,Chapter,Neg,Pos,line,Positive
782,chapter_0,0.46337309880106836,0.5366269011989316,"Prince Vasili wished to obtain this post for his son, but others were trying through the Dowager Empress Marya Fedorovna to secure it for the baron.",True
776,chapter_0,0.3057462038536993,0.6942537961463007,In the midst of a conversation on political matters Anna Pavlovna burst out:,True
777,chapter_0,0.6758307926171098,0.32416920738289023,"""Oh, don't speak to me of Austria. Perhaps I don't understand things, but Austria never has wished, and does not wish, for war. She is betraying us! Russia alone must save Europe. Our gracious sovereign recognizes his high vocation and will be true to it. That is the one thing I have faith in! Our good and wonderful sovereign has to perform the noblest role on earth, and he is so virtuous and noble that God will not forsake him. He will fulfill his vocation and crush the hydra of revolution, which has become more terrible than ever in the person of this murderer and villain! We alone must avenge the blood of the just one.... Whom, I ask you, can we rely on?... England with her commercial spirit will not and cannot understand the Emperor Alexander's loftiness of soul. She has refused to evacuate Malta. She wanted to find, and still seeks, some secret motive in our actions. What answer did Novosiltsev get? None. The English have not understood and cannot understand the self-abnegation of our Emperor who wants nothing for himself, but only desires the good of mankind. And what have they promised? Nothing! And what little they have promised they will not perform! Prussia has always declared that Buonaparte is invincible, and that all Europe is powerless before him.... And I don't believe a word that Hardenburg says, or Haugwitz either. This famous Prussian neutrality is just a trap. I have faith only in God and the lofty destiny of our adored monarch. He will save Europe!""",False
778,chapter_0,0.4500947097870408,0.5499052902129592,"She suddenly paused, smiling at her own impetuosity.",True
779,chapter_0,0.584184774316989,0.41581522568301094,"""I think,"" said the prince with a smile, ""that if you had been sent instead of our dear Wintzingerode you would have captured the King of Prussia's consent by assault. You are so eloquent. Will you give me a cup of tea?""",False
780,chapter_0,0.17991589539011466,0.8200841046098853,"""In a moment. A propos,"" she added, becoming calm again, ""I am expecting two very interesting men tonight, le Vicomte de Mortemart, who is connected with the Montmorencys through the Rohans, one of the best French families. He is one of the genuine emigres, the good ones. And also the Abbe Morio. Do you know that profound thinker? He has been received by the Emperor. Had you heard?""",True
781,chapter_0,0.5005736383341818,0.4994263616658182,"""I shall be delighted to meet them,"" said the prince. ""But tell me,"" he added with studied carelessness as if it had only just occurred to him, though the question he was about to ask was the chief motive of his visit, ""is it true that the Dowager Empress wants Baron Funke to be appointed first secretary at Vienna? The baron by all accounts is a poor creature.""",False
788,chapter_0,0.33963860301646964,0.6603613969835304,The prince bowed to signify his respect and gratitude.,True
783,chapter_0,0.47554018616862426,0.5244598138313757,Anna Pavlovna almost closed her eyes to indicate that neither she nor anyone else had a right to criticize what the Empress desired or was pleased with.,True
784,chapter_0,0.5115714511246738,0.4884285488753262,"""Baron Funke has been recommended to the Dowager Empress by her sister,"" was all she said, in a dry and mournful tone.",False
785,chapter_0,0.40818779302610364,0.5918122069738964,"As she named the Empress, Anna Pavlovna's face suddenly assumed an expression of profound and sincere devotion and respect mingled with sadness, and this occurred every time she mentioned her illustrious patroness. She added that Her Majesty had deigned to show Baron Funke beaucoup d'estime, and again her face clouded over with sadness.",True
804,chapter_0,0.5096053241235862,0.49039467587641383,"""Attendez,"" said Anna Pavlovna, reflecting, ""I'll speak to Lise, young Bolkonski's wife, this very evening, and perhaps the thing can be arranged. It shall be on your family's behalf that I'll start my apprenticeship as old maid.""",False
803,chapter_0,0.48441461807554276,0.5155853819244572,"And with the familiarity and easy grace peculiar to him, he raised the maid of honor's hand to his lips, kissed it, and swung it to and fro as he lay back in his armchair, looking in another direction.",True
802,chapter_0,0.48527121856483,0.51472878143517,"""Listen, dear Annette,"" said the prince, suddenly taking Anna Pavlovna's hand and for some reason drawing it downwards. ""Arrange that affair for me and I shall always be your most devoted slave- slafe with an f, as a village elder of mine writes in his reports. She is rich and of good family and that's all I want.""",True
801,chapter_0,0.398695973781213,0.601304026218787,"""Her father is very rich and stingy. He lives in the country. He is the well-known Prince Bolkonski who had to retire from the army under the late Emperor, and was nicknamed 'the King of Prussia.' He is very clever but eccentric, and a bore. The poor girl is very unhappy. She has a brother; I think you know him, he married Lise Meinen lately. He is an aide-de-camp of Kutuzov's and will be here tonight.""",True
800,chapter_0,0.4595230986726264,0.5404769013273736,"""Do you know,"" he said at last, evidently unable to check the sad current of his thoughts, ""that Anatole is costing me forty thousand rubles a year? And,"" he went on after a pause, ""what will it be in five years, if he goes on like this?"" Presently he added: ""That's what we fathers have to put up with.... Is this princess of yours rich?""",True
799,chapter_0,0.1918406488557325,0.8081593511442675,"Prince Vasili did not reply, though, with the quickness of memory and perception befitting a man of the world, he indicated by a movement of the head that he was considering this information.",True
798,chapter_0,0.2867722312324049,0.7132277687675951,"""Have you never thought of marrying your prodigal son Anatole?"" she asked. ""They say old maids have a mania for matchmaking, and though I don't feel that weakness in myself as yet, I know a little person who is very unhappy with her father. She is a relation of yours, Princess Mary Bolkonskaya.""",True
797,chapter_0,0.5009552388417902,0.4990447611582098,"He said no more, but expressed his resignation to cruel fate by a gesture. Anna Pavlovna meditated.",False
796,chapter_0,0.5254511832971496,0.4745488167028505,"""I am your faithful slave and to you alone I can confess that my children are the bane of my life. It is the cross I have to bear. That is how I explain it to myself. It can't be helped!""",False
795,chapter_0,0.8024898570735551,0.19751014292644484,"""And why are children born to such men as you? If you were not a father there would be nothing I could reproach you with,"" said Anna Pavlovna, looking up pensively.",False
794,chapter_0,0.6150778112575217,0.3849221887424783,"""What would you have me do?"" he said at last. ""You know I did all a father could for their education, and they have both turned out fools. Hippolyte is at least a quiet fool, but Anatole is an active one. That is the only difference between them."" He said this smiling in a way more natural and animated than usual, so that the wrinkles round his mouth very clearly revealed something unexpectedly coarse and unpleasant.",False
793,chapter_0,0.6693793309165765,0.33062066908342347,"The prince answered nothing, but she looked at him significantly, awaiting a reply. He frowned.",False
792,chapter_0,0.673383735371499,0.326616264628501,"""Don't joke; I mean to have a serious talk with you. Do you know I am dissatisfied with your younger son? Between ourselves"" (and her face assumed its melancholy expression), ""he was mentioned at Her Majesty's and you were pitied....""",False
791,chapter_0,0.7301237869997386,0.2698762130002615,"""I can't help it,"" said the prince. ""Lavater would have said I lack the bump of paternity.""",False
790,chapter_0,0.48488025007823976,0.5151197499217602,And she smiled her ecstatic smile.,True
786,chapter_0,0.3727706422511391,0.6272293577488609,"The prince was silent and looked indifferent. But, with the womanly and courtierlike quickness and tact habitual to her, Anna Pavlovna wished both to rebuke him (for daring to speak he had done of a man recommended to the Empress) and at the same time to console him, so she said:",True
787,chapter_0,0.17983285570696983,0.8201671442930302,"""Now about your family. Do you know that since your daughter came out everyone has been enraptured by her? They say she is amazingly beautiful.""",True
775,chapter_0,0.2998152809190259,0.7001847190809741,"Prince Vasili always spoke languidly, like an actor repeating a stale part. Anna Pavlovna Scherer on the contrary, despite her forty years, overflowed with animation and impulsiveness. To be an enthusiast had become her social vocation and, sometimes even when she did not feel like it, she became enthusiastic in order not to disappoint the expectations of those who knew her. The subdued smile which, though it did not suit her faded features, always played round her lips expressed, as in a spoiled child, a continual consciousness of her charming defect, which she neither wished, nor could, nor considered it necessary, to correct.",True
774,chapter_0,0.5409392221941595,0.45906077780584054,"""What can one say about it?"" replied the prince in a cold, listless tone. ""What has been decided? They have decided that Buonaparte has burnt his boats, and I believe that we are ready to burn ours.""",False
789,chapter_0,0.20009223390856135,0.7999077660914387,"""I often think,"" she continued after a short pause, drawing nearer to the prince and smiling amiably at him as if to show that political and social topics were ended and the time had come for intimate conversation--""I often think how unfairly sometimes the joys of life are distributed. Why has fate given you two such splendid children? I don't speak of Anatole, your youngest. I don't like him,"" she added in a tone admitting of no rejoinder and raising her eyebrows. ""Two such charming children. And really you appreciate them less than anyone, and so you don't deserve to have them.""",True
772,chapter_0,0.601668118600402,0.3983318813995979,"""If they had known that you wished it, the entertainment would have been put off,"" said the prince, who, like a wound-up clock, by force of habit said things he did not even wish to be believed.",False
773,chapter_0,0.36352129511617426,0.6364787048838257,"""Don't tease! Well, and what has been decided about Novosiltsev's dispatch? You know everything.""",True
762,chapter_0,0.5066092738849304,0.49339072611506957,CHAPTER I,False
763,chapter_0,0.5678713620375363,0.4321286379624637,"""Well, Prince, so Genoa and Lucca are now just family estates of the Buonapartes. But I warn you, if you don't tell me that this means war, if you still try to defend the infamies and horrors perpetrated by that Antichrist--I really believe he is Antichrist--I will have nothing more to do with you and you are no longer my friend, no longer my 'faithful slave,' as you call yourself! But how do you do? I see I have frightened you--sit down and tell me all the news.""",False
765,chapter_0,0.35028151088022685,0.6497184891197731,"All her invitations without exception, written in French, and delivered by a scarlet-liveried footman that morning, ran as follows:",True
766,chapter_0,0.8757368510679135,0.12426314893208651,"""If you have nothing better to do, Count [or Prince], and if the prospect of spending an evening with a poor invalid is not too terrible, I shall be very charmed to see you tonight between 7 and 10- Annette Scherer.""",False
764,chapter_0,0.24126095107199952,0.7587390489280005,"It was in July, 1805, and the speaker was the well-known Anna Pavlovna Scherer, maid of honor and favorite of the Empress Marya Fedorovna. With these words she greeted Prince Vasili Kuragin, a man of high rank and importance, who was the first to arrive at her reception. Anna Pavlovna had had a cough for some days. She was, as she said, suffering from la grippe; grippe being then a new word in St. Petersburg, used only by the elite.",True
768,chapter_0,0.6535482563065064,0.34645174369349363,"""First of all, dear friend, tell me how you are. Set your friend's mind at rest,"" said he without altering his tone, beneath the politeness and affected sympathy of which indifference and even irony could be discerned.",False
769,chapter_0,0.3025500950603899,0.6974499049396101,"""Can one be well while suffering morally? Can one be calm in times like these if one has any feeling?"" said Anna Pavlovna. ""You are staying the whole evening, I hope?""",True
770,chapter_0,0.2977282884474284,0.7022717115525716,"""And the fete at the English ambassador's? Today is Wednesday. I must put in an appearance there,"" said the prince. ""My daughter is coming for me to take me there.""",True
771,chapter_0,0.2972587579397651,0.7027412420602349,"""I thought today's fete had been canceled. I confess all these festivities and fireworks are becoming wearisome.""",True
767,chapter_0,0.42258331133886773,0.5774166886611323,"""Heavens! what a virulent attack!"" replied the prince, not in the least disconcerted by this reception. He had just entered, wearing an embroidered court uniform, knee breeches, and shoes, and had stars on his breast and a serene expression on his flat face. He spoke in that refined French in which our grandfathers not only spoke but thought, and with the gentle, patronizing intonation natural to a man of importance who had grown old in society and at court. He went up to Anna Pavlovna, kissed her hand, presenting to her his bald, scented, and shining head, and complacently seated himself on the sofa.",True
471,chapter_1,0.558934255183832,0.441065744816168,"""It is very good of you, Monsieur Pierre, to come and visit a poor invalid,"" said Anna Pavlovna, exchanging an alarmed glance with her aunt as she conducted him to her.",False
475,chapter_1,0.6418273476816018,0.35817265231839823,"""You think so?"" rejoined Anna Pavlovna in order to say something and get away to attend to her duties as hostess. But Pierre now committed a reverse act of impoliteness. First he had left a lady before she had finished speaking to him, and now he continued to speak to another who wished to get away. With his head bent, and his big feet spread apart, he began explaining his reasons for thinking the abbe's plan chimerical.",False
474,chapter_1,0.5506428145286415,0.44935718547135844,"""Yes, I have heard of his scheme for perpetual peace, and it is very interesting but hardly feasible.""",False
473,chapter_1,0.40324958384787957,0.5967504161521204,"Anna Pavlovna's alarm was justified, for Pierre turned away from the aunt without waiting to hear her speech about Her Majesty's health. Anna Pavlovna in dismay detained him with the words: ""Do you know the Abbe Morio? He is a most interesting man.""",True
472,chapter_1,0.36683758075397366,0.6331624192460263,"Pierre murmured something unintelligible, and continued to look round as if in search of something. On his way to the aunt he bowed to the little princess with a pleased smile, as to an intimate acquaintance.",True
470,chapter_1,0.3602640722030841,0.6397359277969159,"One of the next arrivals was a stout, heavily built young man with close-cropped hair, spectacles, the light-colored breeches fashionable at that time, a very high ruffle, and a brown dress coat. This stout young man was an illegitimate son of Count Bezukhov, a well-known grandee of Catherine's time who now lay dying in Moscow. The young man had not yet entered either the military or civil service, as he had only just returned from abroad where he had been educated, and this was his first appearance in society. Anna Pavlovna greeted him with the nod she accorded to the lowest hierarchy in her drawing room. But in spite of this lowest-grade greeting, a look of anxiety and fear, as at the sight of something too large and unsuited to the place, came over her face when she saw Pierre enter. Though he was certainly rather bigger than the other men in the room, her anxiety could only have reference to the clever though shy, but observant and natural, expression which distinguished him from everyone else in that drawing room.",True
